Registration,Make,Model,Color,Year,EngineSize
S355GUB,Nissan,Juke,White,1983,2196
S375WMC,Toyota,Auris,Turquoise,1983,1596
S377KEA,Volvo,Xc90,Purple,1983,1298
S380PAF,Audi,Q2,Grey,1983,1597
S388PGV,Seat,Mii,Green,1983,1595
S401VAY,Vauxhall,Corsa,Black,1983,1600
S409AUY,Citroen,C4,White,1983,1599
S416TRD,Seat,Ibiza,Turquoise,1983,1398
S418EBW,Audi,A4,Red,1983,1695
S422XXH,Ford,Focus,Grey,1983,1700
S469HHT,Honda,Jazz,Purple,1983,1697
S470JUM,Toyota,Yaris,Grey,1983,1697
S480NFP,Renault,Twingo,Black,1983,1599
S501NJG,Vauxhall,Astra,Black,1983,1195
S526PUV,Audi,A5,Grey,1983,1400
S536MWT,Mini,Cooper,Green,1983,1400
S547WFR,Vauxhall,Astra,Green,1983,1497
S583XXD,Citroen,C4,Yellow,1983,1800
S586WLH,Vauxhall,Corsa,Turquoise,1983,1499
S587VBV,Vauxhall,Insignia,Turquoise,1983,1495
S608DPP,Porsche,Cayenne,Orange,1983,1498
S628DGV,Volkswagen,Golf,White,1983,1795
S629WVH,Ford,Galaxy,Purple,1983,1695
S639VAK,Hyundai,Tucson,Gold,1983,1399
S655KJC,Hyundai,I800,Orange,1983,1795
S661HXB,Seat,Ibiza,Silver,1983,1296
S674ANV,Ford,Focus,Black,1983,1099
S702UAF,Fiat,500X,Gold,1983,1795
S709JWG,Daihatsu,Sirion,Orange,1983,1698
S714MRJ,Ds,Ds3,Turquoise,1983,1398
S720YBV,Citroen,Ds3,Orange,1983,1399
S723PTM,Bmw,M1,Purple,1983,1700
S724FHK,Mercedes,Vito,Green,1983,1597
S738TNN,Peugeot,308,Silver,1983,1897
S756MKY,Audi,A5,Grey,1983,1499
S757TRE,Nissan,Micra,Green,1983,1696
S760AJH,Audi,A1,Grey,1983,1799
S771LKW,Honda,Crv,White,1983,1595
S777XNE,Mg,Zt,Turquoise,1983,1296
S778WHN,Ford,Fiesta,White,1983,1299
S779WKD,Ds,Ds3,Silver,1983,1300
S814UMR,Fiat,Punto,Red,1983,1300
S826LRJ,Fiat,500,Red,1983,1796
S828TDK,Mazda,2,Yellow,1983,1299
S851UTK,Volkswagen,Tiguan,Red,1983,1897
S853AXD,Skoda,Fabia,Silver,1983,1798
S886HHF,Suzuki,Swift,Blue,1983,1897
S901UHN,Vauxhall,Astra,Green,1983,1300
S923PGT,Vauxhall,Insignia,White,1983,1695
S927HCG,Ford,Focus,Yellow,1983,1195
S932AXY,Citroen,C4,Turquoise,1983,1695
S975LPT,Fiat,500,Turquoise,1983,1298
S979JBU,Vauxhall,Astra,Silver,1983,1499
S996BBC,Dacia,Sandero,Orange,1983,1697
T107PMJ,Kia,Niro,Gold,1982,1696
T114EEK,Kia,Carens,Grey,1982,1595
T126KGM,Honda,Jazz,Blue,1982,1500
T128JLE,Buick,Riviera,Black,1982,1498
T139UKU,Volkswagen,Sharan,Black,1982,1400
T140WYP,Fiat,Punto,Grey,1982,1697
T171GYH,Nissan,Micra,Turquoise,1982,1598
T177BEG,Mini,Clubman,Red,1982,1397
T179CWM,Ford,Fiesta,Orange,1982,1798
T203UPU,Renault,Kadjar,Blue,1982,1599
T206LAV,Vauxhall,Vectra,Grey,1982,1496
T218GNC,Honda,Jazz,Turquoise,1982,1399
T254PJY,Ford,Mondeo,White,1982,1800
T258GEW,Mitsubishi,Outlander,Yellow,1982,1696
T271FUU,Vauxhall,Insignia,Grey,1982,1197
T278CKU,Hyundai,Ix20,White,1982,1797
T302JLC,Audi,A1,Black,1982,1895
T305HWB,Peugeot,3008,Blue,1982,1498
T326PBW,Volkswagen,Touran,Turquoise,1982,1395
T332HPH,Audi,Q3,Red,1982,1797
T336JMN,Nissan,Qashqai,Orange,1982,1400
T341HCP,Kia,Niro,Red,1982,1500
T361LXK,Dacia,Sandero,White,1982,1497
T368KDN,Toyota,Auris,Yellow,1982,1595
T373KWY,Ford,Fiesta,White,1982,1699
T378BRW,Vauxhall,Astra,Orange,1982,1397
T414KRA,Volkswagen,Golf,Gold,1982,1296
T418DJN,Volvo,Xc90,White,1982,1498
T418KAY,Ford,Kuga,Purple,1982,1195
T421YEE,Nissan,Qashqai,Black,1982,1696
T439JFA,Kia,Picanto,Blue,1982,1297
T445EMD,Peugeot,207,Yellow,1982,1496
T447PJC,Hyundai,Accent,Black,1982,1499
T447XDX,Vauxhall,Mokka,Orange,1982,1697
T454WMU,Vauxhall,Corsa,White,1982,1496
T474LWT,Volkswagen,Polo,Green,1982,1498
T476RYX,Volkswagen,Tiguan,Orange,1982,1495
T492AFG,Ford,Focus,Black,1982,1295
T505DER,Nissan,Qashqai,Red,1982,1596
T519UXC,Subaru,Impreza,Gold,1982,1297
T527BYE,Toyota,Corolla,Blue,1982,1697
T535VDY,Peugeot,2008,Purple,1982,1499
T536HRE,Vauxhall,Corsa,Red,1982,1600
T536WPW,Bmw,M2,Black,1982,1496
T541EFW,Ford,Focus,Silver,1982,1895
T545DEK,Ford,Focus,Red,1982,700
T555NJT,Ford,Fusion,Black,1982,1596
T587RCR,Toyota,Corolla,Silver,1982,1796
T598WED,Ford,Kuga,Black,1982,1598
T600YDU,Bmw,X3,Green,1982,1600
T606VJN,Vauxhall,Insignia,Grey,1982,1497
T610BPX,Toyota,Aygo,Gold,1982,1697
T613RMH,Renault,Clio,Purple,1982,1599
T614RKT,Citroen,C3,Turquoise,1982,1497
T618XFR,Volkswagen,Golf,Grey,1982,1700
T619PWD,Renault,Kadjar,Gold,1982,1597
T646VMU,Mg,Mgb,Silver,1982,1299
T649AET,Skoda,Citigo,Green,1982,1300
T657BMX,Audi,A1,Yellow,1982,1498
T663RMR,Ford,Fiesta,Red,1982,1900
T664HJU,Hyundai,I30,Purple,1982,1497
T673CPK,Ford,Focus,Silver,1982,1196
T696GNJ,Vauxhall,Astra,Black,1982,1700
T697RTJ,Toyota,Aygo,Grey,1982,1897
T699JTM,Seat,Toledo,Orange,1982,1699
T702WWR,Nissan,Qashqai,Silver,1982,1499
T709FXD,Ford,Fiesta,Blue,1982,1998
T732NAD,Peugeot,308,Yellow,1982,1499
T736EJB,Toyota,Corolla,Blue,1982,1699
T797XMM,Nissan,Qashqai,Blue,1982,1398
T806CRN,Audi,A5,Grey,1982,1598
T815XYL,Bmw,X3,Purple,1982,1496
T824NJJ,Fiat,500,Blue,1982,1499
T827YND,Audi,Q5,Yellow,1982,1698
T829WGV,Renault,Megane,Green,1982,1497
T836EDC,Ford,Fiesta,Turquoise,1982,1797
T837DHY,Seat,Leon,Turquoise,1982,1396
T857JFM,Renault,Clio,Turquoise,1982,1198
T863VLG,Audi,A6,Purple,1982,1596
T876GLN,Volkswagen,Golf,Silver,1982,1397
T891KTU,Mini,Cooper,Gold,1982,1797
T913CTA,Audi,A1,Yellow,1982,1300
TA02VTB,Mg,Mgb,Turquoise,2002,1398
TA03HTC,Vauxhall,Astra,Orange,2003,1399
TA05GUB,Chevrolet,Captiva,Black,2005,1299
TA08YNH,Ford,Fiesta,White,2008,1800
TA09WAY,Ford,Kuga,Gold,2009,1599
TA15VFX,Toyota,Rav4,Red,2015,1096
TAV538K,Renault,Laguna,Purple,1972,1197
TB02NAJ,Audi,A4,White,2002,1797
TB02RRE,Suzuki,Baleno,Gold,2002,1600
TB09EWD,Audi,A6,Gold,2009,1297
TB10NBY,Peugeot,208,Blue,2010,1599
TB11LDU,Peugeot,208,Gold,2011,1400
TBD489J,Suzuki,Vitara,Yellow,1973,1299
TBF402E,Vauxhall,Corsa,Green,1978,1898
TBV700J,Volkswagen,Golf,Black,1973,1198
TBV970G,Honda,Crv,Orange,1976,1796
TC03YTY,Nissan,Micra,Black,2003,1698
TC19FUR,Hyundai,I10,Orange,2019,1900
TCN562K,Toyota,Prius,Grey,1972,1199
TD01JWM,Vauxhall,Astra,Gold,2001,1598
TD02KLC,Ford,Fiesta,Red,2002,1499
TD02VFU,Hyundai,Matrix,Silver,2002,1697
TD07DYJ,Volkswagen,Golf,Gold,2007,1899
TD12DNG,Seat,Ibiza,Blue,2012,1500
TD18AHU,Nissan,Qashqai,Silver,2018,1700
TDY874D,Mini,Cooper,Gold,1979,1795
TE08CJV,Nissan,Pulsar,Turquoise,2008,1100
TE20APX,Honda,Civic,Yellow,2020,1196
TEW533B,Volkswagen,Golf,White,1981,1599
TF05DEG,Citroen,Berlingo,Orange,2005,1695
TF10NBC,Peugeot,3008,White,2010,1698
TF14LUE,Suzuki,Splash,Red,2014,1599
TF20BBV,Subaru,Justy,White,2020,1798
TG05MAK,Hyundai,Tucson,Blue,2005,1399
TG11MWD,Audi,Tt,Yellow,2011,1796
TG15HMK,Bmw,X4,Grey,2015,1598
TG15RGG,Nissan,Murano,Silver,2015,1697
TG15XGF,Honda,Jazz,Purple,2015,1298
TG17BNK,Nissan,Qashqai,Gold,2017,1598
TGA864C,Vauxhall,Corsa,Grey,1980,1595
TGD919I,Audi,S3,Black,1974,1398
TGJ194K,Ford,Fiesta,Blue,1972,1297
TGW193C,Honda,Crv,Blue,1980,1596
TH06BFX,Kia,Picanto,Yellow,2006,1897
TH07JHE,Rover,25,Gold,2007,1695
TH16AKC,Vauxhall,Astra,Silver,2016,1598
THA600G,Mini,Cooper,Black,1976,1300
THC928L,Citroen,C4,Black,1971,1700
THP943J,Peugeot,2008,Purple,1973,1597
THR825H,Ford,Mondeo,White,1975,1800
TJ02YYW,Mazda,6,Grey,2002,1596
TJ03NEJ,Mazda,Cx3,Silver,2003,1496
TJ09JMC,Kia,Sorento,Red,2009,1299
TJ09NVC,Vauxhall,Astra,Blue,2009,1799
TJ12AEY,Mini,Cooper,Red,2012,1600
TJ17XCX,Ford,Kuga,Grey,2017,1398
TK03HKR,Kia,Sportage,Yellow,2003,1496
TK10WNR,Ford,Focus,Orange,2010,1299
TK16KMR,Citroen,C3,Black,2016,1397
TK19JEF,Honda,Jazz,Grey,2019,1395
TKH408C,Skoda,Octavia,Gold,1980,1699
TKN814K,Citroen,Saxo,Orange,1972,1697
TKT232L,Vauxhall,Viva,Blue,1971,1898
TKW629F,Volkswagen,Golf,Turquoise,1977,1799
TL12MBR,Toyota,Auris,Grey,2012,1597
TL16WLU,Ford,Focus,Purple,2016,1699
TL16WRU,Bmw,X5,Red,2016,1496
TLN670J,Vauxhall,Insignia,Purple,1973,1397
TLV152B,Skoda,Fabia,Silver,1981,1895
TLV567H,Vauxhall,Corsa,Yellow,1975,1399
TLY943K,Skoda,Superb,Orange,1972,1497
TM15FBL,Mitsubishi,Outlander,Gold,2015,1698
TM20DXA,Toyota,Aygo,Black,2020,1499
TML597I,Ford,Fiesta,Turquoise,1974,1696
TMM949G,Bmw,X5,Orange,1976,1497
TMN342L,Ford,Focus,Red,1971,1696
TN04ALV,Audi,A3,Black,2004,1498
TN06CHR,Ford,Fiesta,Purple,2006,1098
TN17BNN,Volkswagen,Polo,Grey,2017,1297
TN20KNB,Renault,Megane,Green,2020,1296
TNU553I,Kia,Rio,Grey,1974,1797
TP08FAP,Toyota,Aygo,Turquoise,2008,1497
TP19XMY,Nissan,Qashqai,Gold,2019,1298
TP20TGP,Ford,Focus,Black,2020,1397
TPD421K,Ford,Fiesta,Purple,1972,1698
TR06JLD,Toyota,Yaris,White,2006,1697
TR07JMR,Honda,Crv,Turquoise,2007,1495
TR12ULH,Hyundai,I10,Blue,2012,1395
TR16CYE,Renault,Captur,White,2016,1299
TR17BAD,Ford,Focus,Red,2017,1298
TT01NKU,Volkswagen,Golf,White,2001,1499
TT01RWY,Kia,Rio,Green,2001,1596
TT08MJE,Ford,Ka,Grey,2008,1599
TT16NDC,Toyota,Avensis,Gold,2016,1600
TT18BDC,Volkswagen,Polo,Green,2018,1698
TTC482I,Citroen,C1,Silver,1974,1395
TTF616G,Mini,One,Silver,1976,1595
TTJ993D,Volkswagen,Up,Blue,1979,1296
TU02ALR,Ford,Focus,Orange,2002,1599
TU04NVE,Vauxhall,Corsa,Grey,2004,1397
TU09JAL,Hyundai,I30,Blue,2009,1698
TUA808I,Vauxhall,Zafira,Green,1974,1598
TUE620F,Vauxhall,Meriva,Grey,1977,1196
TUN640L,Ford,Fiesta,Orange,1971,1700
TUW904H,Ford,Focus,Green,1975,1298
TV02CAU,Ford,Focus,Black,2002,1599
TV04XYA,Fiat,500,Yellow,2004,1400
TV15EHW,Ford,Focus,Turquoise,2015,1795
TV15GWA,Peugeot,307,Red,2015,1200
TV17ANL,Ford,Mondeo,Silver,2017,1196
TV19YGY,Vauxhall,Corsa,Yellow,2019,1295
TVP135L,Nissan,Juke,Gold,1971,1497
TW04GKE,Citroen,C3,Blue,2004,1597
TW07JFB,Mg,Xs,Turquoise,2007,1497
TW13DKV,Volkswagen,Tiguan,Purple,2013,1597
TWM282C,Honda,Civic,Blue,1980,1699
TWN321D,Volvo,Xc70,Gold,1979,1298
TWP550L,Ford,Fiesta,Turquoise,1971,1598
TX15VXT,Bmw,X1,Yellow,2015,1700
TX19EAT,Citroen,Ds3,Green,2019,1699
TXM491G,Peugeot,2008,Red,1976,1398
TXP115L,Ford,Focus,Gold,1971,1397
TY02WEB,Audi,A3,Red,2002,1597
TY07AJH,Ford,Fiesta,Orange,2007,1496
TYA676L,Vauxhall,Corsa,Green,1971,1700
TYG871E,Vauxhall,Zafira,White,1978,1599
TYR258H,Suzuki,Swift,Purple,1975,1599
UA05XGE,Audi,A4,Turquoise,2005,1496
UA09AMN,Kia,Sportage,Blue,2009,1398
UA11BMU,Peugeot,206,Gold,2011,1497
UA12RKA,Nissan,Juke,White,2012,1500
UA16FLY,Seat,Arona,Black,2016,1495
UA16HBP,Nissan,Micra,Gold,2016,1300
UAB528G,Mazda,Cx3,Silver,1976,1295
UAM802J,Honda,Jazz,Orange,1973,1695
UAU607F,Ford,Focus,Blue,1977,1397
UB15AJX,Ford,Fiesta,Orange,2015,1297
UB18GXM,Kia,Rio,Yellow,2018,1500
UBE880L,Nissan,Qashqai,Gold,1971,1497
UBF761C,Renault,Clio,Green,1980,1199
UC01EFT,Ford,Fiesta,Blue,2001,1800
UC03JMF,Subaru,Impreza,Green,2003,1697
UC05HKT,Daihatsu,Sirion,Blue,2005,1600
UC09RGV,Peugeot,206,Silver,2009,1498
UC19APL,Audi,A1,Red,2019,1197
UCP998H,Nissan,Micra,Purple,1975,1800
UCT235J,Honda,Civic,Gold,1973,1495
UCV257B,Peugeot,307,Gold,1981,1198
UCY768J,Volvo,S40,Green,1973,1598
UD03PJM,Ford,Focus,Blue,2003,1698
UD06AUN,Citroen,C4,Yellow,2006,1699
UD12HYD,Volkswagen,Golf,Purple,2012,1395
UD18TAC,Nissan,Micra,White,2018,1798
UD20CJG,Honda,Civic,Gold,2020,1597
UD20GKD,Volkswagen,Id3,Black,2020,1400
UE04GMM,Peugeot,208,Purple,2004,1600
UE06KWF,Renault,Captur,White,2006,1797
UE09FLY,Abarth,595,Yellow,2009,1996
UE15MBP,Vauxhall,Zafira,Grey,2015,1598
UE16CTH,Mitsubishi,Mirage,White,2016,1597
UE17AGC,Lexus,Is300,Silver,2017,1596
UEA518I,Volkswagen,Beetle,Purple,1974,1199
UEB530D,Ford,Focus,Silver,1979,1495
UEG365H,Vauxhall,Corsa,Silver,1975,1595
UER417C,Suzuki,Jimny,Green,1980,1496
UEV895F,Seat,Ibiza,Silver,1977,1899
UF09FTL,Toyota,Verso,Black,2009,1598
UFF802C,Audi,A4,White,1980,1797
UG06UXB,Toyota,Aygo,Black,2006,1500
UG08LCY,Skoda,Yeti,Gold,2008,1696
UG09HXL,Ford,Focus,Silver,2009,1297
UG15MLJ,Ford,Fiesta,Orange,2015,1499
UGA248C,Nissan,Qashqai,Gold,1980,1597
UGY646E,Volkswagen,Golf,White,1978,1796
UH02UTV,Peugeot,2008,Orange,2002,1596
UH13YMR,Vauxhall,Mokka,Blue,2013,1995
UH19GUB,Skoda,Fabia,Turquoise,2019,1397
UH20WRA,Peugeot,207,Red,2020,1400
UHJ217J,Citroen,C1,Grey,1973,1700
UJ08MUJ,Fiat,Panda,Orange,2008,1896
UJ13FFL,Ford,Fiesta,Turquoise,2013,1497
UJ16PKA,Citroen,C1,Black,2016,1695
UJE825G,Volkswagen,Sharan,Grey,1976,1600
UJH363G,Volkswagen,Polo,Black,1976,1699
UJU165F,Kia,Sorento,Blue,1977,1295
UJU165I,Vauxhall,Astra,Gold,1974,1396
UK11WEM,Vauxhall,Corsa,Blue,2011,1496
UK15KVU,Audi,A4,Silver,2015,1897
UK16UPK,Audi,Q2,Red,2016,1600
UKG950L,Vauxhall,Corsa,Turquoise,1971,1497
UKH515L,Kia,Ceed,Red,1971,1498
UL04TPY,Audi,A3,Gold,2004,1596
UL06DMF,Ford,Fiesta,Purple,2006,1599
UL10XBK,Ford,Fiesta,Yellow,2010,1895
UL19PVA,Vauxhall,Corsa,Turquoise,2019,1196
UL20LNU,Nissan,Juke,Orange,2020,1799
ULA990L,Renault,Captur,Black,1971,1397
ULG321G,Audi,A4,Silver,1976,1500
UM09ALX,Kia,Picanto,Gold,2009,1197
UM12HKL,Hyundai,I30,Blue,2012,1499
UM12YAN,Suzuki,Jimny,Black,2012,1698
UM15JET,Skoda,Superb,Green,2015,1495
UMF149I,Volkswagen,Golf,Purple,1974,1596
UN08YHY,Volkswagen,Golf,Grey,2008,1495
UN10TEY,Vauxhall,Corsa,Blue,2010,1396
UN16PPW,Audi,Q8,Red,2016,1595
UN17BLY,Nissan,Leaf,Gold,2017,1597
UN18NMP,Vauxhall,Zafira,Red,2018,1699
UNF268L,Peugeot,207,Blue,1971,1395
UNT880E,Volkswagen,Up,Black,1978,1795
UNY265C,Mazda,3,Green,1980,1499
UNY444K,Hyundai,I30,White,1972,1696
UP06AXG,Suzuki,Alto,Green,2006,1595
UP07NXR,Renault,Megane,Turquoise,2007,1895
UP08GCX,Renault,Laguna,Grey,2008,1397
UP15EYM,Vauxhall,Astra,Blue,2015,1697
UP18VRG,Mazda,2,Purple,2018,1395
UPM968K,Volkswagen,Passat,White,1972,1499
UPU979E,Ford,Fiesta,Silver,1978,1697
UR02KBC,Peugeot,307,Black,2002,1599
UR04RTC,Audi,Q5,Purple,2004,1799
UR06GCF,Kia,Picanto,Black,2006,1596
UR08NLM,Nissan,Qashqai,Orange,2008,1298
UR12UHD,Fiat,500,Gold,2012,1499
UR13ADX,Nissan,Juke,White,2013,1398
UR13DLJ,Ford,Fiesta,Green,2013,1696
UR17GNN,Peugeot,207,Orange,2017,1798
UR17MWY,Renault,Twingo,Grey,2017,1599
URJ718E,Audi,A6,Red,1978,1695
URR233C,Audi,A4,Grey,1980,1796
URV480D,Vauxhall,Astra,White,1979,1195
URW606K,Ford,Fiesta,Black,1972,1695
UT07PJV,Peugeot,107,White,2007,1398
UT17MGB,Mini,Cooper,Gold,2017,1698
UT19EBA,Ford,Mondeo,Orange,2019,1596
UTC111E,Ford,Focus,Silver,1978,1596
UU01ANA,Volvo,Xc40,Grey,2001,1495
UU08LYP,Audi,Sq5,Black,2008,1300
UU12UAD,Dacia,Sandero,Gold,2012,1396
UU18RRL,Vauxhall,Mokka,Green,2018,1598
UUN599E,Nissan,Qashqai,White,1978,1497
UV06BGY,Renault,Kadjar,Blue,2006,1597
UV08JDN,Nissan,Almera,Yellow,2008,1496
UV11ARX,Toyota,Yaris,Silver,2011,1698
UV14HWM,Mitsubishi,Outlander,Grey,2014,1895
UV17XVW,Hyundai,I30,White,2017,1700
UV18JRH,Skoda,Scala,Orange,2018,1700
UVE490F,Vauxhall,Corsa,Silver,1977,1500
UVL468J,Renault,Clio,Black,1973,1300
UVT482B,Volkswagen,Golf,Silver,1981,1800
UW02GRH,Audi,A3,Purple,2002,1999
UW15TXP,Vauxhall,Astra,Yellow,2015,1600
UW17XYT,Hyundai,I10,Gold,2017,1297
UWR377H,Volkswagen,Polo,Purple,1975,1799
UWY721G,Mazda,Cx5,Orange,1976,1699
UWY986G,Ford,Fiesta,Yellow,1976,1599
UX05LJE,Vauxhall,Astra,Yellow,2005,1698
UX06GUA,Vauxhall,Astra,Purple,2006,1497
UX10JLF,Ford,Kuga,White,2010,1500
UX18HKP,Chevrolet,Trax,Yellow,2018,1700
UX18NEP,Nissan,Qashqai,Yellow,2018,1399
UXN333G,Suzuki,Swift,Green,1976,1797
UXR598C,Ford,Fiesta,Gold,1980,1299
UY01FBW,Toyota,Avensis,White,2001,1600
UY01HCC,Ford,Fiesta,Grey,2001,1800
UY06EYD,Peugeot,407,Purple,2006,1596
UY12MEB,Peugeot,206,Gold,2012,1898
UY18GPA,Honda,Jazz,Orange,2018,1496
UYC110L,Peugeot,208,Blue,1971,1697
UYE439I,Toyota,Yaris,White,1974,1699
UYV563C,Volkswagen,Golf,Blue,1980,1700
VA09KRL,Volkswagen,Golf,Turquoise,2009,1496
VA19DMJ,Ford,Fiesta,Green,2019,2100
VAJ236E,Mazda,2,Purple,1978,1500
VAN128G,Volkswagen,Golf,Silver,1976,1398
VAP228C,Kia,Rio,Yellow,1980,1395
VAV122B,Toyota,Aygo,Green,1981,1396
VB06LAT,Volkswagen,Golf,Grey,2006,1896
VBA323E,Vauxhall,Insignia,Purple,1978,1695
VBA869G,Chevrolet,Aveo,Green,1976,1395
VBX548G,Nissan,Juke,Grey,1976,1199
VC04FBD,Seat,Leon,Turquoise,2004,1499
VC15MMW,Renault,Captur,Silver,2015,1796
VD13KNW,Nissan,Note,Turquoise,2013,1300
VD16RPR,Toyota,Yaris,Grey,2016,1299
VDD901K,Toyota,Corolla,Silver,1972,1798
VDU225K,Citroen,C2,White,1972,1695
VE01TLU,Ford,Fiesta,Orange,2001,1399
VE02URG,Audi,Q2,Gold,2002,1699
VE09UYH,Toyota,Auris,Yellow,2009,1599
VE10VBL,Honda,Jazz,Red,2010,1698
VE18NGN,Audi,A3,Gold,2018,1399
VE20RKA,Ford,Fiesta,Orange,2020,1895
VED107D,Suzuki,Swift,Blue,1979,1395
VEM888J,Peugeot,208,Grey,1973,1598
VER676C,Vauxhall,Corsa,Red,1980,1798
VF06LMR,Mini,Cooper,Gold,2006,1497
VF06XMD,Suzuki,Sx4,Purple,2006,1597
VF08MPJ,Seat,Ateca,Yellow,2008,1197
VF18JCN,Hyundai,Tucson,White,2018,1500
VF19EMC,Kia,Ceed,Blue,2019,1595
VFB818K,Porsche,Boxster,Turquoise,1972,1596
VFJ141J,Bmw,M2,Red,1973,1597
VFU998F,Toyota,Rav4,Blue,1977,1600
VG01DEN,Ford,Kuga,Orange,2001,1598
VG01WJF,Vauxhall,Corsa,Blue,2001,1497
VG14UGD,Volkswagen,Passat,White,2014,1695
VG15JBW,Toyota,Corolla,White,2015,1698
VG17DLX,Vauxhall,Astra,Red,2017,1698
VG17LTH,Volkswagen,Golf,Green,2017,1699
VGA719I,Ford,Fiesta,Turquoise,1974,1798
VGK552J,Volkswagen,Golf,Gold,1973,1697
VGK614G,Kia,Sportage,Silver,1976,1700
VH03TTY,Toyota,Rav4,Blue,2003,1695
VH07GTX,Volkswagen,Jetta,Purple,2007,1395
VH08YGL,Vauxhall,Corsa,Orange,2008,1299
VH12FHM,Renault,Megane,Red,2012,1598
VH16VUP,Ford,Fusion,Orange,2016,1300
VHF589J,Audi,A5,Gold,1973,1400
VJ05PRC,Renault,Clio,Orange,2005,1598
VJ18AFV,Kia,Sportage,Red,2018,1795
VJC877K,Ford,Fiesta,Turquoise,1972,1600
VJL246J,Ford,Fiesta,Turquoise,1973,1698
VJL799B,Renault,Clio,Black,1981,1497
VK08YJD,Audi,A1,Orange,2008,1596
VK10CHG,Volkswagen,Cc,Turquoise,2010,1598
VK20BAY,Mitsubishi,Lancer,Yellow,2020,1298
VKE343D,Audi,A4,Turquoise,1979,1600
VKP137C,Audi,A5,Black,1980,1900
VL01KHU,Ford,Focus,Grey,2001,1400
VL02WRE,Kia,Ceed,Gold,2002,999
VL05XMM,Ford,Fiesta,Green,2005,1396
VL11DAY,Volkswagen,Tiguan,Grey,2011,1896
VL20JWP,Subaru,Forester,Grey,2020,1596
VLA656E,Skoda,Octavia,Blue,1978,1397
VLT587I,Mazda,3,Purple,1974,1695
VMU930E,Citroen,C1,Purple,1978,1497
VN05YLL,Volkswagen,Polo,Black,2005,1198
VN13PAC,Vauxhall,Zafira,Turquoise,2013,1400
VN19LMA,Honda,Crv,Black,2019,1699
VNV567K,Audi,A4,Green,1972,2099
VP12VXX,Kia,Picanto,Grey,2012,1297
VP15HLW,Citroen,C3,Yellow,2015,1497
VR14MLR,Volkswagen,Polo,White,2014,1497
VR17CXP,Audi,A3,Silver,2017,1597
VR17LUJ,Mazda,2,Red,2017,1798
VRC627C,Ford,Focus,Black,1980,1598
VT01DUN,Nissan,Note,Orange,2001,1699
VT10LLA,Toyota,Aygo,Grey,2010,1399
VT20YFH,Seat,Ibiza,Blue,2020,1500
VTR690B,Ford,Fiesta,Blue,1981,1698
VTV672D,Honda,Jazz,Red,1979,1300
VTV980B,Kia,Picanto,Red,1981,1795
VU01FLP,Fiat,Punto,Blue,2001,1796
VU01LVN,Jeep,Wrangler,Green,2001,1397
VU08MEK,Vauxhall,Zafira,Black,2008,1799
VU10DJJ,Suzuki,Alto,Red,2010,1095
VU12KXJ,Toyota,Aygo,Black,2012,1796
VU12YKV,Skoda,Citigo,Orange,2012,1798
VU13YPF,Honda,Jazz,Blue,2013,1595
VUN306E,Kia,Sportage,Silver,1978,1599
VUN574G,Peugeot,207,Grey,1976,1395
VUN902K,Volkswagen,Golf,Gold,1972,1799
VV01KLW,Hyundai,Kona,Orange,2001,1695
VV02KFT,Citroen,Xsara,Red,2002,1496
VV04GYC,Vauxhall,Zafira,Blue,2004,1199
VV06BGG,Audi,A4,White,2006,1400
VVY221L,Ford,Focus,Blue,1971,1496
VW01HVF,Vauxhall,Astra,Gold,2001,1699
VW09DDY,Renault,Captur,Blue,2009,1895
VW15TVM,Honda,Civic,Blue,2015,1496
VW20YNU,Audi,A4,Grey,2020,1296
VWB206B,Nissan,Qashqai,Turquoise,1981,1495
VX05YXC,Audi,Q5,Green,2005,2097
VX07PAT,Hyundai,I30,Gold,2007,1598
VY12JWG,Nissan,Micra,Blue,2012,1597
VYA815B,Ford,Focus,White,1981,1898
VYD529K,Volkswagen,Polo,Blue,1972,1399
VYM600D,Ford,Kuga,Silver,1979,1197
WA08AHK,Ford,Focus,Grey,2008,1400
WA09ABH,Volkswagen,Tiguan,Grey,2009,1496
WA17DCP,Toyota,Rav4,Silver,2017,1395
WAH688I,Audi,A4,Silver,1974,1395
WAN277J,Volvo,Xc90,Yellow,1973,1596
WAP111J,Citroen,C4,Silver,1973,1695
WAX380E,Ford,Focus,Green,1978,1696
WB02PAM,Bmw,X4,Grey,2002,1797
WB11PXB,Vauxhall,Omega,Green,2011,1695
WB15JBA,Volvo,V90,Silver,2015,1599
WB17XYC,Citroen,C3,Blue,2017,1699
WBC263I,Ford,Fiesta,Green,1974,1396
WBF539H,Ford,Ka,White,1975,1300
WBM430H,Volkswagen,Polo,Grey,1975,1797
WBX297K,Suzuki,Vitara,White,1972,1498
WC01JBJ,Volkswagen,Polo,Orange,2001,1899
WC02CTU,Volkswagen,Eos,Blue,2002,1595
WC02EFD,Mini,Cooper,Blue,2002,1798
WC11DRK,Renault,Captur,Purple,2011,1995
WC15JRY,Volkswagen,Passat,Turquoise,2015,1500
WCD109G,Skoda,Fabia,Turquoise,1976,1498
WD05JNP,Nissan,Micra,Yellow,2005,1597
WDH416J,Vauxhall,Tigra,Red,1973,1496
WDT755L,Citroen,C3,Blue,1971,1598
WDV468L,Renault,Clio,Silver,1971,1696
WE04CXP,Mitsubishi,Shogun,Red,2004,1698
WE09WXA,Toyota,Auris,Yellow,2009,1595
